AMA RC SoaringOldTimer
   0.0388670  0.0527834
   0.0370795  0.0513375
   0.0353321  0.0498948
   0.0336249  0.0484557
   0.0319581  0.0470206
   0.0303318  0.0455901
   0.0287462  0.0441646
   0.0272014  0.0427445
   0.0256977  0.0413304
   0.0242350  0.0399225
   0.0228136  0.0385215
   0.0214336  0.0371277
   0.0200952  0.0357417
   0.0187985  0.0343638
   0.0175436  0.0329945
   0.0163308  0.0316343
   0.0151601  0.0302836
   0.0140317  0.0289429
   0.0129457  0.0276127
   0.0119024  0.0262933
   0.0109018  0.0249853
   0.0099440  0.0236891
   0.0090294  0.0224052
   0.0081579  0.0211339
   0.0073297  0.0198759
   0.0065450  0.0186314
   0.0058039  0.0174011
   0.0051066  0.0161852
   0.0044532  0.0149843
   0.0038439  0.0137989
   0.0032788  0.0126294
   0.0027581  0.0114762
   0.0022819  0.0103398
   0.0018503  0.0092207
   0.0014635  0.0081193
   0.0011217  0.0070360
   0.0008250  0.0059714
   0.0005735  0.0049258
   0.0003675  0.0038998
   0.0002069  0.0028937
   0.0000921  0.0019081
   0.0000230  0.0009434
   0.0000000  0.0000000
   0.0000837  -0.0009600
   0.0002315  -0.0015695
   0.0004521  -0.0021550
   0.0007446  -0.0027167
   0.0011082  -0.0032551
   0.0015421  -0.0037703
   0.0020454  -0.0042628
   0.0026173  -0.0047327
   0.0032571  -0.0051805
   0.0039638  -0.0056064
   0.0047368  -0.0060108
   0.0055751  -0.0063939
   0.0064779  -0.0067560
   0.0074444  -0.0070975
   0.0084739  -0.0074186
   0.0095654  -0.0077197
   0.0107182  -0.0080011
   0.0119314  -0.0082631
   0.0132043  -0.0085059
   0.0145360  -0.0087300
   0.0159257  -0.0089355
   0.0173725  -0.0091229
   0.0188757  -0.0092923
   0.0204344  -0.0094442
   0.0220479  -0.0095789
   0.0237152  -0.0096965
   0.0254356  -0.0097975
   0.0272083  -0.0098822
   0.0290325  -0.0099508
   0.0309072  -0.0100037
   0.0328318  -0.0100412
   0.0348053  -0.0100635
   0.0368270  -0.0100710
   0.0388961  -0.0100640
   0.0410117  -0.0100428
   0.0431730  -0.0100078
   0.0453792  -0.0099591
   0.0476294  -0.0098971
   0.0499230  -0.0098222
   0.0522589  -0.0097346
   0.0546365  -0.0096347
   0.0570549  -0.0095227
   0.0595133  -0.0093990
   0.0620108  -0.0092638
   0.0645467  -0.0091175
   0.0671201  -0.0089604
   0.0697302  -0.0087927
   0.0723762  -0.0086149
   0.0750572  -0.0084271
   0.0777726  -0.0082298
   0.0805213  -0.0080231
   0.0833027  -0.0078075
   0.0861158  -0.0075832
   0.0889600  -0.0073505
   0.0918343  -0.0071098
   0.0947379  -0.0068613
   0.0976701  -0.0066054
   0.1006299  -0.0063423
   0.1036167  -0.0060724
   0.1066295  -0.0057960
   0.1096676  -0.0055134
   0.1127301  -0.0052248
   0.1158162  -0.0049307
   0.1189251  -0.0046312
   0.1220560  -0.0043268
   0.1252080  -0.0040176
   0.1283804  -0.0037041
   0.1315722  -0.0033866
   0.1347828  -0.0030652
   0.1380113  -0.0027404
   0.1412568  -0.0024125
   0.1445186  -0.0020817
   0.1477958  -0.0017484
   0.1510876  -0.0014128
   0.1543932  -0.0010754
   0.1577117  -0.0007363
   0.1610424  -0.0003959
   0.1643845  -0.0000545
   0.1677370  0.0002876
   0.1710993  0.0006301
   0.1744704  0.0009726
   0.1778496  0.0013149
   0.1812360  0.0016567
   0.1846288  0.0019977
   0.1880273  0.0023374
   0.1914305  0.0026758
   0.1948377  0.0030124
   0.1982480  0.0033469
   0.2016607  0.0036790
   0.2050749  0.0040084
   0.2084897  0.0043349
   0.2119045  0.0046580
   0.2153182  0.0049776
   0.2187303  0.0052932
   0.2221397  0.0056047
   0.2255458  0.0059116
   0.2289476  0.0062136
   0.2323444  0.0065105
   0.2357353  0.0068020
   0.2391195  0.0070877
   0.2424963  0.0073674
   0.2458647  0.0076407
   0.2492240  0.0079073
   0.2525734  0.0081670
   0.2559120  0.0084193
   0.2592390  0.0086641
   0.2625535  0.0089009
   0.2658549  0.0091296
   0.2691422  0.0093497
   0.2724147  0.0095610
   0.2756715  0.0097632
   0.2789118  0.0099559
   0.2821347  0.0101389
   0.2853396  0.0103118
   0.2885254  0.0104744
   0.2916915  0.0106263
   0.2948370  0.0107673
   0.2979611  0.0108969
   0.3010630  0.0110150
   0.3041418  0.0111212
   0.3071967  0.0112152
   0.3102270  0.0112967
   0.3132318  0.0113653
   0.3162102  0.0114209
   0.3191615  0.0114630
   0.3220848  0.0114913
   0.3249794  0.0115057
   0.3270338  0.0115097
   0.3283724  0.0115273
   0.3298460  0.0115619
   0.3314526  0.0116132
   0.3331906  0.0116808
   0.3350584  0.0117641
   0.3370541  0.0118627
   0.3391760  0.0119762
   0.3414224  0.0121041
   0.3437915  0.0122460
   0.3462816  0.0124014
   0.3488910  0.0125699
   0.3516180  0.0127509
   0.3544607  0.0129442
   0.3574174  0.0131491
   0.3604866  0.0133654
   0.3636662  0.0135924
   0.3669548  0.0138298
   0.3703505  0.0140772
   0.3738515  0.0143340
   0.3774562  0.0145998
   0.3811629  0.0148742
   0.3849696  0.0151567
   0.3888748  0.0154468
   0.3928768  0.0157442
   0.3969737  0.0160484
   0.4011638  0.0163589
   0.4054455  0.0166752
   0.4098169  0.0169970
   0.4142763  0.0173237
   0.4188220  0.0176549
   0.4234523  0.0179903
   0.4281654  0.0183292
   0.4329596  0.0186713
   0.4378331  0.0190161
   0.4427843  0.0193632
   0.4478114  0.0197121
   0.4529126  0.0200624
   0.4580861  0.0204136
   0.4633304  0.0207653
   0.4686436  0.0211170
   0.4740240  0.0214683
   0.4794699  0.0218187
   0.4849795  0.0221677
   0.4905511  0.0225150
   0.4961830  0.0228600
   0.5018734  0.0232024
   0.5076206  0.0235416
   0.5134227  0.0238773
   0.5192783  0.0242089
   0.5251855  0.0245361
   0.5311425  0.0248583
